date,Day Ahead Auction (ES),"Wind onshore forecast (Day-Ahead, D-1 18:00)","Load forecast (Day-Ahead, D-1 12:00)","Solar forecast (Day-Ahead, D-1 18:00)"
2019-12-31 23:00:00+00:00,41.88,1486.0,23320.0,15.5
2020-01-01 00:00:00+00:00,38.6,1543.0,22592.0,13.0
2020-01-01 01:00:00+00:00,36.55,1595.0,21332.0,11.3
2020-01-01 02:00:00+00:00,32.32,1621.0,20103.0,9.4
2020-01-01 03:00:00+00:00,30.85,1632.0,19371.0,10.5
2020-01-01 04:00:00+00:00,30.14,1666.0,19215.0,10.7
2020-01-01 05:00:00+00:00,30.17,1679.0,19483.0,10.8
2020-01-01 06:00:00+00:00,30.0,1568.0,19956.0,10.8
2020-01-01 07:00:00+00:00,30.65,1426.0,19824.0,76.9
2020-01-01 08:00:00+00:00,30.65,1301.0,19830.0,867.1
2020-01-01 09:00:00+00:00,30.27,1104.0,21115.0,2399.3
2020-01-01 10:00:00+00:00,30.34,937.0,22392.0,3675.5
2020-01-01 11:00:00+00:00,30.99,828.0,23063.0,4471.9
2020-01-01 12:00:00+00:00,30.04,787.0,23941.0,4844.9
2020-01-01 13:00:00+00:00,30.75,759.0,24088.0,4773.6
2020-01-01 14:00:00+00:00,32.11,659.0,23077.0,4366.2
2020-01-01 15:00:00+00:00,35.98,713.0,22493.0,3123.9
2020-01-01 16:00:00+00:00,40.4,817.0,22990.0,1241.8
2020-01-01 17:00:00+00:00,44.05,893.0,25260.0,206.4
2020-01-01 18:00:00+00:00,46.16,1056.0,26317.0,39.4
2020-01-01 19:00:00+00:00,44.02,1219.0,27446.0,39.6
2020-01-01 20:00:00+00:00,45.6,1400.0,27675.0,34.6
2020-01-01 21:00:00+00:00,42.9,1601.0,26984.0,27.5
2020-01-01 22:00:00+00:00,37.55,1804.0,24596.0,30.1
2020-01-01 23:00:00+00:00,35.4,1777.0,22296.0,25.7
2020-01-02 00:00:00+00:00,31.98,1912.0,20452.0,19.7
2020-01-02 01:00:00+00:00,30.5,2073.0,19273.0,4.5
2020-01-02 02:00:00+00:00,28.79,2120.0,18822.0,8.5
2020-01-02 03:00:00+00:00,28.42,2270.0,18822.0,8.8
2020-01-02 04:00:00+00:00,28.75,2429.0,19760.0,8.4
2020-01-02 05:00:00+00:00,34.16,2538.0,22708.0,8.4
2020-01-02 06:00:00+00:00,42.07,2666.0,26468.0,7.9
2020-01-02 07:00:00+00:00,44.89,2827.0,29779.0,67.1
2020-01-02 08:00:00+00:00,45.26,3030.0,32067.0,723.5
2020-01-02 09:00:00+00:00,45.57,3050.0,33644.0,2069.4
2020-01-02 10:00:00+00:00,45.09,2989.0,34358.0,3249.0
2020-01-02 11:00:00+00:00,45.16,2845.0,34690.0,4046.9
2020-01-02 12:00:00+00:00,44.9,2826.0,34273.0,4499.2
2020-01-02 13:00:00+00:00,44.06,2812.0,33091.0,4504.2
2020-01-02 14:00:00+00:00,43.94,2885.0,32210.0,4116.4
2020-01-02 15:00:00+00:00,44.37,3148.0,31796.0,2989.4
2020-01-02 16:00:00+00:00,46.05,3455.0,32237.0,1218.9
2020-01-02 17:00:00+00:00,46.72,3762.0,33400.0,198.5
2020-01-02 18:00:00+00:00,46.11,3936.0,33732.0,25.5
2020-01-02 19:00:00+00:00,43.7,4096.0,34029.0,29.8
2020-01-02 20:00:00+00:00,42.0,4173.0,33544.0,23.9
2020-01-02 21:00:00+00:00,38.6,4193.0,31551.0,22.4
2020-01-02 22:00:00+00:00,33.39,4212.0,28498.0,17.8
2020-01-02 23:00:00+00:00,32.05,4066.0,26391.0,20.8
2020-01-03 00:00:00+00:00,30.75,4068.0,24231.0,13.5
2020-01-03 01:00:00+00:00,29.97,3990.0,23066.0,9.1
2020-01-03 02:00:00+00:00,29.8,4005.0,22518.0,7.7
2020-01-03 03:00:00+00:00,29.74,3966.0,22471.0,8.5
2020-01-03 04:00:00+00:00,29.87,3974.0,23213.0,8.4
2020-01-03 05:00:00+00:00,31.21,4020.0,25487.0,8.4
2020-01-03 06:00:00+00:00,36.73,3747.0,28903.0,8.1
2020-01-03 07:00:00+00:00,42.9,3384.0,31835.0,45.8
2020-01-03 08:00:00+00:00,46.0,3089.0,34064.0,712.2
2020-01-03 09:00:00+00:00,47.23,2626.0,35337.0,1888.9
2020-01-03 10:00:00+00:00,46.03,2229.0,35439.0,2821.8
2020-01-03 11:00:00+00:00,44.9,1974.0,35228.0,3360.1
2020-01-03 12:00:00+00:00,44.44,2212.0,34801.0,3547.4
2020-01-03 13:00:00+00:00,41.19,2514.0,33648.0,3431.0
2020-01-03 14:00:00+00:00,39.5,2754.0,32589.0,2951.4
2020-01-03 15:00:00+00:00,39.5,3205.0,32192.0,2079.5
2020-01-03 16:00:00+00:00,43.51,3717.0,32373.0,794.3
2020-01-03 17:00:00+00:00,45.2,4344.0,33630.0,116.8
2020-01-03 18:00:00+00:00,46.9,4587.0,34032.0,19.2
2020-01-03 19:00:00+00:00,46.23,4781.0,34045.0,21.4
2020-01-03 20:00:00+00:00,44.5,4929.0,33540.0,18.0
2020-01-03 21:00:00+00:00,40.5,4857.0,31680.0,15.5
2020-01-03 22:00:00+00:00,39.5,4797.0,29142.0,12.6
2020-01-03 23:00:00+00:00,38.01,4304.0,26277.0,6.6
2020-01-04 00:00:00+00:00,32.05,4312.0,24088.0,0.1
2020-01-04 01:00:00+00:00,31.0,4277.0,22550.0,6.9
2020-01-04 02:00:00+00:00,30.2,4412.0,21682.0,7.0
2020-01-04 03:00:00+00:00,29.85,4495.0,21353.0,7.9
2020-01-04 04:00:00+00:00,29.84,4800.0,21321.0,8.0
2020-01-04 05:00:00+00:00,30.1,5003.0,21942.0,8.3
2020-01-04 06:00:00+00:00,30.75,5071.0,23108.0,7.7
2020-01-04 07:00:00+00:00,31.83,5011.0,25226.0,93.6
2020-01-04 08:00:00+00:00,36.67,5060.0,28227.0,838.5
2020-01-04 09:00:00+00:00,39.57,4902.0,30684.0,2346.2
2020-01-04 10:00:00+00:00,36.11,4768.0,31137.0,3593.1
2020-01-04 11:00:00+00:00,34.77,4783.0,31042.0,4437.9
2020-01-04 12:00:00+00:00,32.07,4779.0,31068.0,4795.7
2020-01-04 13:00:00+00:00,31.83,4719.0,30423.0,4720.2
2020-01-04 14:00:00+00:00,31.95,4621.0,29134.0,4323.8
2020-01-04 15:00:00+00:00,32.25,4866.0,28303.0,3110.9
2020-01-04 16:00:00+00:00,41.81,5257.0,28245.0,1327.3
2020-01-04 17:00:00+00:00,44.24,5691.0,29837.0,238.6
2020-01-04 18:00:00+00:00,44.0,5743.0,30672.0,28.7
2020-01-04 19:00:00+00:00,44.44,5712.0,31304.0,29.8
2020-01-04 20:00:00+00:00,44.43,5587.0,31197.0,24.3
2020-01-04 21:00:00+00:00,40.38,5263.0,29743.0,21.0
2020-01-04 22:00:00+00:00,37.95,4995.0,27492.0,17.3
2020-01-04 23:00:00+00:00,33.1,,25539.0,12.3
2020-01-05 00:00:00+00:00,32.28,,23317.0,5.1
2020-01-05 01:00:00+00:00,31.18,,21669.0,7.8
2020-01-05 02:00:00+00:00,30.1,,20775.0,6.9
2020-01-05 03:00:00+00:00,29.96,,20513.0,8.0
2020-01-05 04:00:00+00:00,29.88,,20590.0,7.9
2020-01-05 05:00:00+00:00,30.38,,21123.0,7.9
2020-01-05 06:00:00+00:00,31.15,,22026.0,7.8
2020-01-05 07:00:00+00:00,32.09,,23164.0,107.0
2020-01-05 08:00:00+00:00,34.27,,25332.0,925.0
2020-01-05 09:00:00+00:00,37.53,,27719.0,2579.3
2020-01-05 10:00:00+00:00,38.99,,28818.0,3951.3
2020-01-05 11:00:00+00:00,38.15,,28811.0,4819.9
2020-01-05 12:00:00+00:00,35.37,,29090.0,5071.6
2020-01-05 13:00:00+00:00,34.44,,28675.0,5005.8
2020-01-05 14:00:00+00:00,36.1,,27341.0,4625.2
2020-01-05 15:00:00+00:00,40.59,,26584.0,3343.8
2020-01-05 16:00:00+00:00,44.68,,26542.0,1414.7
2020-01-05 17:00:00+00:00,46.16,,28286.0,258.9
2020-01-05 18:00:00+00:00,48.53,,28752.0,33.1
2020-01-05 19:00:00+00:00,52.48,,29674.0,28.5
2020-01-05 20:00:00+00:00,53.29,,30162.0,24.6
2020-01-05 21:00:00+00:00,49.5,,29444.0,19.2
2020-01-05 22:00:00+00:00,46.01,,27703.0,15.1
2020-01-05 23:00:00+00:00,47.85,1336.0,25096.0,9.8
2020-01-06 00:00:00+00:00,41.48,1466.0,23237.0,0.7
2020-01-06 01:00:00+00:00,34.0,1585.0,21800.0,9.8
2020-01-06 02:00:00+00:00,31.92,1740.0,21091.0,9.0
2020-01-06 03:00:00+00:00,31.75,1800.0,20482.0,9.3
2020-01-06 04:00:00+00:00,31.5,1922.0,20551.0,8.9
2020-01-06 05:00:00+00:00,33.18,2010.0,20927.0,8.9
2020-01-06 06:00:00+00:00,43.13,2030.0,21387.0,8.2
2020-01-06 07:00:00+00:00,44.52,2025.0,21368.0,87.3
2020-01-06 08:00:00+00:00,44.96,2045.0,22779.0,934.5
2020-01-06 09:00:00+00:00,44.0,1817.0,24322.0,2651.3
2020-01-06 10:00:00+00:00,42.46,1544.0,25048.0,4000.6
2020-01-06 11:00:00+00:00,41.3,1314.0,25305.0,4870.5
2020-01-06 12:00:00+00:00,40.51,1187.0,25302.0,5234.8
2020-01-06 13:00:00+00:00,41.22,1102.0,25127.0,5159.2
2020-01-06 14:00:00+00:00,43.28,1032.0,24191.0,4748.9
2020-01-06 15:00:00+00:00,43.68,998.0,23633.0,3451.9
2020-01-06 16:00:00+00:00,47.9,1042.0,23977.0,1421.2
2020-01-06 17:00:00+00:00,48.91,1177.0,25673.0,278.1
2020-01-06 18:00:00+00:00,49.01,1471.0,27426.0,35.0
2020-01-06 19:00:00+00:00,48.0,1916.0,28807.0,32.8
2020-01-06 20:00:00+00:00,48.0,2443.0,29751.0,26.7
2020-01-06 21:00:00+00:00,45.42,2471.0,29276.0,23.1
2020-01-06 22:00:00+00:00,44.01,2509.0,26974.0,18.4
2020-01-06 23:00:00+00:00,42.07,2496.0,24423.0,8.9
2020-01-07 00:00:00+00:00,36.49,2305.0,22510.0,0.7
2020-01-07 01:00:00+00:00,33.67,2196.0,21648.0,9.3
2020-01-07 02:00:00+00:00,33.01,2203.0,21074.0,9.0
2020-01-07 03:00:00+00:00,33.01,2034.0,21021.0,9.1
2020-01-07 04:00:00+00:00,36.07,1878.0,21863.0,8.4
2020-01-07 05:00:00+00:00,47.75,1729.0,24705.0,8.5
2020-01-07 06:00:00+00:00,53.68,1738.0,29171.0,7.8
2020-01-07 07:00:00+00:00,56.26,1936.0,32793.0,103.8
2020-01-07 08:00:00+00:00,54.87,2010.0,35164.0,1047.6
2020-01-07 09:00:00+00:00,53.68,1932.0,36438.0,2770.7
2020-01-07 10:00:00+00:00,52.17,1801.0,36644.0,4121.1
2020-01-07 11:00:00+00:00,50.81,1691.0,36010.0,4978.3
2020-01-07 12:00:00+00:00,50.31,1549.0,35720.0,5309.8
2020-01-07 13:00:00+00:00,49.61,1444.0,34621.0,5239.2
2020-01-07 14:00:00+00:00,48.44,1382.0,33675.0,4794.2
2020-01-07 15:00:00+00:00,49.01,1587.0,33224.0,3352.6
2020-01-07 16:00:00+00:00,49.77,1924.0,33407.0,1377.0
2020-01-07 17:00:00+00:00,50.81,2299.0,35071.0,253.9
2020-01-07 18:00:00+00:00,51.9,2567.0,36078.0,38.2
2020-01-07 19:00:00+00:00,52.48,2828.0,36389.0,33.6
2020-01-07 20:00:00+00:00,51.0,3121.0,35449.0,25.7
2020-01-07 21:00:00+00:00,47.0,3298.0,32964.0,21.8
2020-01-07 22:00:00+00:00,44.43,3484.0,29579.0,16.5
2020-01-07 23:00:00+00:00,42.0,3164.0,27280.0,10.3
2020-01-08 00:00:00+00:00,37.48,3270.0,25054.0,0.7
2020-01-08 01:00:00+00:00,36.07,3292.0,23768.0,10.1
2020-01-08 02:00:00+00:00,34.41,3275.0,23269.0,9.4
2020-01-08 03:00:00+00:00,33.07,3063.0,23249.0,9.7
2020-01-08 04:00:00+00:00,36.11,2883.0,23898.0,9.1
2020-01-08 05:00:00+00:00,39.77,2641.0,26745.0,9.6
2020-01-08 06:00:00+00:00,48.42,2401.0,31198.0,8.3
2020-01-08 07:00:00+00:00,51.65,2093.0,34442.0,83.8
2020-01-08 08:00:00+00:00,52.6,1813.0,35856.0,979.5
2020-01-08 09:00:00+00:00,52.0,1469.0,36745.0,2645.1
2020-01-08 10:00:00+00:00,50.81,1133.0,36803.0,3942.4
2020-01-08 11:00:00+00:00,49.67,895.0,36219.0,4712.5
2020-01-08 12:00:00+00:00,49.17,902.0,35925.0,5133.2
2020-01-08 13:00:00+00:00,47.1,978.0,34707.0,5064.4
2020-01-08 14:00:00+00:00,46.33,1038.0,34045.0,4648.8
2020-01-08 15:00:00+00:00,49.16,1179.0,33616.0,3342.6
2020-01-08 16:00:00+00:00,53.53,1468.0,33764.0,1418.7
2020-01-08 17:00:00+00:00,55.92,1784.0,35456.0,249.1
2020-01-08 18:00:00+00:00,55.09,2145.0,36414.0,36.7
2020-01-08 19:00:00+00:00,54.99,2620.0,36810.0,33.1
2020-01-08 20:00:00+00:00,53.67,2942.0,35967.0,25.7
2020-01-08 21:00:00+00:00,49.16,3623.0,33375.0,21.5
2020-01-08 22:00:00+00:00,45.17,4098.0,29812.0,17.2
2020-01-08 23:00:00+00:00,46.55,3996.0,27557.0,15.8
2020-01-09 00:00:00+00:00,38.01,4104.0,25474.0,12.9
2020-01-09 01:00:00+00:00,34.89,4101.0,24249.0,11.0
2020-01-09 02:00:00+00:00,33.7,4086.0,23684.0,5.2
2020-01-09 03:00:00+00:00,33.56,4141.0,23613.0,6.0
2020-01-09 04:00:00+00:00,34.0,4263.0,24270.0,9.7
2020-01-09 05:00:00+00:00,37.51,4350.0,27067.0,9.5
2020-01-09 06:00:00+00:00,48.45,4554.0,31427.0,9.1
2020-01-09 07:00:00+00:00,49.23,4740.0,34737.0,69.1
2020-01-09 08:00:00+00:00,51.49,4883.0,36157.0,685.7
2020-01-09 09:00:00+00:00,49.67,4789.0,36691.0,2070.6
2020-01-09 10:00:00+00:00,48.33,4873.0,36523.0,3276.7
2020-01-09 11:00:00+00:00,44.41,4986.0,35973.0,4041.6
2020-01-09 12:00:00+00:00,44.9,5112.0,35800.0,4422.3
2020-01-09 13:00:00+00:00,39.81,5225.0,34808.0,4411.0
2020-01-09 14:00:00+00:00,39.0,5252.0,34145.0,4080.9
2020-01-09 15:00:00+00:00,41.66,5072.0,33805.0,2930.4
2020-01-09 16:00:00+00:00,46.89,4823.0,33980.0,1181.0
2020-01-09 17:00:00+00:00,51.89,4740.0,35572.0,212.0
2020-01-09 18:00:00+00:00,52.98,4777.0,36656.0,33.8
2020-01-09 19:00:00+00:00,53.31,4759.0,37202.0,27.2
2020-01-09 20:00:00+00:00,52.05,4856.0,36500.0,22.3
2020-01-09 21:00:00+00:00,48.49,5139.0,33818.0,17.7
2020-01-09 22:00:00+00:00,40.16,5375.0,30367.0,14.3
2020-01-09 23:00:00+00:00,34.13,6547.0,27990.0,17.2
2020-01-10 00:00:00+00:00,32.7,6765.0,25815.0,13.7
2020-01-10 01:00:00+00:00,31.0,6856.0,24468.0,13.3
2020-01-10 02:00:00+00:00,27.98,7007.0,23937.0,13.3
2020-01-10 03:00:00+00:00,27.65,7081.0,23855.0,12.8
2020-01-10 04:00:00+00:00,29.38,7159.0,24573.0,12.8
2020-01-10 05:00:00+00:00,32.0,7331.0,27334.0,13.1
2020-01-10 06:00:00+00:00,43.66,7250.0,31940.0,13.1
2020-01-10 07:00:00+00:00,47.4,7045.0,34928.0,74.9
2020-01-10 08:00:00+00:00,48.73,6826.0,36284.0,792.4
2020-01-10 09:00:00+00:00,47.3,6922.0,37049.0,2342.2
2020-01-10 10:00:00+00:00,44.2,7191.0,36869.0,3521.7
2020-01-10 11:00:00+00:00,41.6,7535.0,36335.0,4302.4
2020-01-10 12:00:00+00:00,38.01,7734.0,36145.0,4605.8
2020-01-10 13:00:00+00:00,36.21,7829.0,34988.0,4504.6
2020-01-10 14:00:00+00:00,36.27,7883.0,34071.0,4060.4
2020-01-10 15:00:00+00:00,40.62,7770.0,33698.0,3132.4
2020-01-10 16:00:00+00:00,47.3,7623.0,33704.0,1446.6
2020-01-10 17:00:00+00:00,49.97,7515.0,35192.0,219.6
2020-01-10 18:00:00+00:00,50.01,7378.0,36118.0,16.4
2020-01-10 19:00:00+00:00,50.85,7255.0,36278.0,10.7
2020-01-10 20:00:00+00:00,49.89,7092.0,35503.0,11.2
2020-01-10 21:00:00+00:00,46.8,6756.0,33215.0,12.6
2020-01-10 22:00:00+00:00,40.0,6384.0,30297.0,15.3
2020-01-10 23:00:00+00:00,42.94,5908.0,28400.0,14.2
2020-01-11 00:00:00+00:00,37.2,5640.0,26066.0,14.2
2020-01-11 01:00:00+00:00,34.77,5105.0,24565.0,13.7
2020-01-11 02:00:00+00:00,34.18,4861.0,23722.0,13.3
2020-01-11 03:00:00+00:00,34.13,4673.0,23381.0,7.6
2020-01-11 04:00:00+00:00,34.18,4505.0,23397.0,13.1
2020-01-11 05:00:00+00:00,34.4,4321.0,24213.0,13.4
2020-01-11 06:00:00+00:00,34.51,3970.0,26137.0,13.3
2020-01-11 07:00:00+00:00,35.68,3494.0,28036.0,104.9
2020-01-11 08:00:00+00:00,40.0,2997.0,30375.0,1263.0
2020-01-11 09:00:00+00:00,42.61,2467.0,32291.0,3235.4
2020-01-11 10:00:00+00:00,40.01,2062.0,32544.0,4583.2
2020-01-11 11:00:00+00:00,38.6,1787.0,32033.0,5385.8
2020-01-11 12:00:00+00:00,38.97,1595.0,32083.0,5676.1
2020-01-11 13:00:00+00:00,38.97,1398.0,31502.0,5623.7
2020-01-11 14:00:00+00:00,36.84,1228.0,30276.0,5146.3
2020-01-11 15:00:00+00:00,38.97,1252.0,29543.0,3790.4
2020-01-11 16:00:00+00:00,44.0,1391.0,29654.0,1668.5
2020-01-11 17:00:00+00:00,52.98,1557.0,31801.0,308.4
2020-01-11 18:00:00+00:00,55.4,1654.0,32925.0,38.3
2020-01-11 19:00:00+00:00,56.26,1748.0,33696.0,19.7
2020-01-11 20:00:00+00:00,55.87,1895.0,33412.0,19.3
2020-01-11 21:00:00+00:00,53.0,2071.0,31843.0,17.7
2020-01-11 22:00:00+00:00,49.67,2251.0,29369.0,17.6
2020-01-11 23:00:00+00:00,44.21,2417.0,27116.0,12.6
2020-01-12 00:00:00+00:00,41.69,2424.0,24718.0,10.7
2020-01-12 01:00:00+00:00,41.69,2574.0,23141.0,14.2
2020-01-12 02:00:00+00:00,38.6,2593.0,22259.0,12.3
2020-01-12 03:00:00+00:00,37.51,2711.0,21860.0,12.1
2020-01-12 04:00:00+00:00,37.03,2821.0,21894.0,11.0
2020-01-12 05:00:00+00:00,37.58,3022.0,22526.0,16.2
2020-01-12 06:00:00+00:00,38.01,3002.0,23732.0,14.2
2020-01-12 07:00:00+00:00,38.0,2899.0,24723.0,112.6
2020-01-12 08:00:00+00:00,38.07,2818.0,26570.0,1412.4
2020-01-12 09:00:00+00:00,39.01,2401.0,28866.0,3425.9
2020-01-12 10:00:00+00:00,38.08,2030.0,29699.0,4924.7
2020-01-12 11:00:00+00:00,38.01,1741.0,29415.0,5825.6
2020-01-12 12:00:00+00:00,38.43,1583.0,29684.0,6028.4
2020-01-12 13:00:00+00:00,39.3,1444.0,29492.0,5966.1
2020-01-12 14:00:00+00:00,37.43,1287.0,28352.0,5449.6
2020-01-12 15:00:00+00:00,37.03,1191.0,27616.0,4076.6
2020-01-12 16:00:00+00:00,39.01,1128.0,27637.0,1859.0
2020-01-12 17:00:00+00:00,49.45,1104.0,29843.0,319.2
2020-01-12 18:00:00+00:00,52.98,1012.0,31489.0,45.5
2020-01-12 19:00:00+00:00,55.4,921.0,32812.0,33.4
2020-01-12 20:00:00+00:00,55.98,857.0,33057.0,25.9
2020-01-12 21:00:00+00:00,53.67,882.0,31848.0,23.3
2020-01-12 22:00:00+00:00,50.46,933.0,29275.0,20.4
2020-01-12 23:00:00+00:00,50.67,1650.0,26763.0,14.0
2020-01-13 00:00:00+00:00,49.19,1986.0,24458.0,10.8
2020-01-13 01:00:00+00:00,46.22,2433.0,23339.0,7.5
2020-01-13 02:00:00+00:00,42.0,2821.0,22832.0,4.5
2020-01-13 03:00:00+00:00,39.01,3129.0,22896.0,4.8
2020-01-13 04:00:00+00:00,42.0,3424.0,23827.0,3.5
2020-01-13 05:00:00+00:00,47.75,3763.0,27075.0,3.4
2020-01-13 06:00:00+00:00,50.69,4083.0,32554.0,3.5
2020-01-13 07:00:00+00:00,52.93,4404.0,36336.0,100.7
2020-01-13 08:00:00+00:00,52.6,4736.0,37312.0,1075.4
2020-01-13 09:00:00+00:00,50.67,4776.0,38355.0,2779.8
2020-01-13 10:00:00+00:00,49.73,4627.0,38213.0,3919.1
2020-01-13 11:00:00+00:00,47.44,4785.0,37554.0,4463.5
2020-01-13 12:00:00+00:00,47.01,5097.0,37421.0,4758.8
2020-01-13 13:00:00+00:00,45.0,5380.0,36346.0,4456.3
2020-01-13 14:00:00+00:00,42.97,5687.0,35644.0,3965.4
2020-01-13 15:00:00+00:00,43.68,6125.0,35251.0,2791.5
2020-01-13 16:00:00+00:00,46.81,6633.0,35305.0,1157.4
2020-01-13 17:00:00+00:00,49.51,7226.0,37105.0,264.7
2020-01-13 18:00:00+00:00,50.0,7588.0,38564.0,31.6
2020-01-13 19:00:00+00:00,50.0,7956.0,39328.0,29.4
2020-01-13 20:00:00+00:00,47.11,8167.0,38407.0,9.2
2020-01-13 21:00:00+00:00,38.6,8463.0,35176.0,0.7
2020-01-13 22:00:00+00:00,34.1,8640.0,31614.0,0.6
2020-01-13 23:00:00+00:00,31.86,8839.0,28922.0,7.6
2020-01-14 00:00:00+00:00,30.53,8866.0,26726.0,9.1
2020-01-14 01:00:00+00:00,29.57,8890.0,25477.0,8.7
2020-01-14 02:00:00+00:00,29.53,8934.0,24849.0,8.0
2020-01-14 03:00:00+00:00,29.77,8603.0,24826.0,5.3
2020-01-14 04:00:00+00:00,30.47,8306.0,25517.0,13.3
2020-01-14 05:00:00+00:00,31.37,8020.0,28399.0,14.1
2020-01-14 06:00:00+00:00,40.01,7928.0,33424.0,14.1
2020-01-14 07:00:00+00:00,45.19,7836.0,36806.0,105.6
2020-01-14 08:00:00+00:00,46.47,7753.0,38009.0,1108.7
2020-01-14 09:00:00+00:00,46.29,7735.0,38639.0,2598.0
2020-01-14 10:00:00+00:00,44.49,7732.0,38500.0,3718.9
2020-01-14 11:00:00+00:00,43.01,7762.0,37961.0,4375.7
2020-01-14 12:00:00+00:00,41.25,7983.0,37759.0,4438.6
2020-01-14 13:00:00+00:00,37.97,8200.0,36613.0,4198.6
2020-01-14 14:00:00+00:00,36.01,8391.0,35827.0,3613.7
2020-01-14 15:00:00+00:00,38.01,8438.0,35491.0,2378.0
2020-01-14 16:00:00+00:00,41.51,8505.0,35699.0,896.5
2020-01-14 17:00:00+00:00,45.25,8593.0,37539.0,129.6
2020-01-14 18:00:00+00:00,46.55,9025.0,38938.0,32.5
2020-01-14 19:00:00+00:00,46.75,9451.0,39458.0,21.2
2020-01-14 20:00:00+00:00,45.09,9880.0,38646.0,12.6
2020-01-14 21:00:00+00:00,40.15,9998.0,35631.0,15.1
2020-01-14 22:00:00+00:00,31.17,10126.0,31836.0,14.4
2020-01-14 23:00:00+00:00,30.67,9850.0,28773.0,6.8
2020-01-15 00:00:00+00:00,29.0,10111.0,26486.0,5.8
2020-01-15 01:00:00+00:00,20.01,10244.0,25223.0,22.0
2020-01-15 02:00:00+00:00,17.5,10185.0,24693.0,1.3
2020-01-15 03:00:00+00:00,16.67,9934.0,24595.0,2.0
2020-01-15 04:00:00+00:00,25.0,9447.0,25283.0,5.3
2020-01-15 05:00:00+00:00,30.53,8902.0,28194.0,6.3
2020-01-15 06:00:00+00:00,38.53,8306.0,33386.0,7.3
2020-01-15 07:00:00+00:00,42.99,7658.0,36658.0,64.7
2020-01-15 08:00:00+00:00,43.52,6999.0,37701.0,745.1
2020-01-15 09:00:00+00:00,44.5,6431.0,38157.0,1952.6
2020-01-15 10:00:00+00:00,44.02,5943.0,37921.0,2896.1
2020-01-15 11:00:00+00:00,43.85,5544.0,37196.0,3412.5
2020-01-15 12:00:00+00:00,43.01,5413.0,36743.0,3568.3
2020-01-15 13:00:00+00:00,40.21,5278.0,35572.0,3449.3
2020-01-15 14:00:00+00:00,41.25,5065.0,34957.0,3033.7
2020-01-15 15:00:00+00:00,42.5,4742.0,34700.0,2137.9
2020-01-15 16:00:00+00:00,45.0,4487.0,35004.0,843.2
2020-01-15 17:00:00+00:00,48.43,4506.0,37009.0,140.5
2020-01-15 18:00:00+00:00,52.8,4895.0,38472.0,39.6
2020-01-15 19:00:00+00:00,52.49,5399.0,38848.0,25.0
2020-01-15 20:00:00+00:00,48.1,5915.0,37707.0,22.4
2020-01-15 21:00:00+00:00,43.75,6395.0,34664.0,18.1
2020-01-15 22:00:00+00:00,38.5,6837.0,31343.0,15.9
2020-01-15 23:00:00+00:00,33.27,7276.0,28497.0,13.6
2020-01-16 00:00:00+00:00,31.18,7423.0,26262.0,11.3
2020-01-16 01:00:00+00:00,30.8,7484.0,25029.0,7.1
2020-01-16 02:00:00+00:00,29.9,7462.0,24489.0,7.5
2020-01-16 03:00:00+00:00,29.72,7452.0,24396.0,8.8
2020-01-16 04:00:00+00:00,31.1,7495.0,25048.0,12.4
2020-01-16 05:00:00+00:00,38.7,7521.0,27859.0,13.2
2020-01-16 06:00:00+00:00,45.42,7664.0,32667.0,20.8
2020-01-16 07:00:00+00:00,52.4,7794.0,35712.0,83.8
2020-01-16 08:00:00+00:00,47.0,7953.0,36769.0,960.9
2020-01-16 09:00:00+00:00,43.51,8012.0,37041.0,2686.0
2020-01-16 10:00:00+00:00,42.1,8078.0,36656.0,4073.1
2020-01-16 11:00:00+00:00,40.36,8184.0,36179.0,4915.1
2020-01-16 12:00:00+00:00,40.08,8347.0,35929.0,5194.3
2020-01-16 13:00:00+00:00,36.81,8505.0,34801.0,5108.9
2020-01-16 14:00:00+00:00,32.49,8629.0,34222.0,4676.3
2020-01-16 15:00:00+00:00,32.87,8767.0,33913.0,3515.7
2020-01-16 16:00:00+00:00,40.84,8829.0,34254.0,1589.8
2020-01-16 17:00:00+00:00,43.15,8953.0,35937.0,330.5
2020-01-16 18:00:00+00:00,43.2,9323.0,37266.0,60.4
2020-01-16 19:00:00+00:00,43.98,9653.0,37760.0,41.8
2020-01-16 20:00:00+00:00,43.15,10069.0,36987.0,36.3
2020-01-16 21:00:00+00:00,40.01,10338.0,34212.0,29.2
2020-01-16 22:00:00+00:00,32.68,10483.0,30988.0,22.1
2020-01-16 23:00:00+00:00,30.87,10478.0,28368.0,16.1
2020-01-17 00:00:00+00:00,29.48,10274.0,26265.0,7.3
2020-01-17 01:00:00+00:00,26.86,10042.0,24963.0,8.0
2020-01-17 02:00:00+00:00,25.71,9841.0,24427.0,5.6
2020-01-17 03:00:00+00:00,26.01,9725.0,24302.0,5.5
2020-01-17 04:00:00+00:00,27.97,9630.0,25003.0,4.0
2020-01-17 05:00:00+00:00,31.09,9586.0,27824.0,3.8
2020-01-17 06:00:00+00:00,40.25,9333.0,32634.0,4.3
2020-01-17 07:00:00+00:00,43.8,9056.0,35392.0,60.1
2020-01-17 08:00:00+00:00,43.19,8808.0,36340.0,798.5
2020-01-17 09:00:00+00:00,43.68,9001.0,36859.0,2097.9
2020-01-17 10:00:00+00:00,42.72,9285.0,36474.0,3138.9
