date,Day Ahead Auction (DK1),"Wind onshore forecast (Day-Ahead, D-1 18:00)","Wind offshore forecast (Day-Ahead, D-1 18:00)","Load forecast (Day-Ahead, D-1 12:00)","Solar forecast (Day-Ahead, D-1 18:00)"
2019-12-31 23:00:00+00:00,33.42,1044.0,626.5,3214.0,0.0
2020-01-01 00:00:00+00:00,31.77,1173.4,740.0,3132.0,0.0
2020-01-01 01:00:00+00:00,31.57,1284.2,811.0,2988.0,0.0
2020-01-01 02:00:00+00:00,31.28,1676.0,875.1,2957.0,0.0
2020-01-01 03:00:00+00:00,30.85,1942.8,954.9,2932.0,0.0
2020-01-01 04:00:00+00:00,30.14,2113.3,970.8,2940.0,0.0
2020-01-01 05:00:00+00:00,30.17,2169.9,948.2,3026.0,0.0
2020-01-01 06:00:00+00:00,30.0,2121.9,966.4,3141.0,0.0
2020-01-01 07:00:00+00:00,30.63,2064.5,1061.4,3241.0,0.0
2020-01-01 08:00:00+00:00,30.59,2123.7,1095.9,3398.0,34.0
2020-01-01 09:00:00+00:00,30.27,2147.2,1119.2,3603.0,99.0
2020-01-01 10:00:00+00:00,30.34,2293.8,1137.1,3751.0,146.0
2020-01-01 11:00:00+00:00,30.59,2350.9,1139.6,3798.0,151.0
2020-01-01 12:00:00+00:00,30.04,2305.9,1125.7,3756.0,119.0
2020-01-01 13:00:00+00:00,30.6,2178.9,1095.2,3737.0,62.0
2020-01-01 14:00:00+00:00,31.09,2153.8,1066.6,3765.0,13.0
2020-01-01 15:00:00+00:00,31.53,2103.3,1047.2,4092.0,0.0
2020-01-01 16:00:00+00:00,31.78,2072.2,1038.2,4394.0,0.0
2020-01-01 17:00:00+00:00,31.64,2017.0,1037.8,4334.0,0.0
2020-01-01 18:00:00+00:00,31.44,1921.4,1035.7,4040.0,0.0
2020-01-01 19:00:00+00:00,31.35,1880.6,1006.9,3802.0,0.0
2020-01-01 20:00:00+00:00,31.07,1883.5,977.6,3596.0,0.0
2020-01-01 21:00:00+00:00,30.96,1932.5,968.0,3407.0,0.0
2020-01-01 22:00:00+00:00,30.61,2008.8,997.0,3229.0,0.0
2020-01-01 23:00:00+00:00,30.78,2196.0,922.6,3032.0,0.0
2020-01-02 00:00:00+00:00,30.64,2105.5,988.4,2929.0,0.0
2020-01-02 01:00:00+00:00,30.43,2107.3,1036.6,2904.0,0.0
2020-01-02 02:00:00+00:00,28.79,2189.0,1050.9,2952.0,0.0
2020-01-02 03:00:00+00:00,28.42,2317.8,1056.6,3076.0,0.0
2020-01-02 04:00:00+00:00,28.75,2439.3,1128.7,3197.0,0.0
2020-01-02 05:00:00+00:00,33.38,2628.1,1175.3,3612.0,0.0
2020-01-02 06:00:00+00:00,31.79,2673.0,1178.2,4210.0,0.0
2020-01-02 07:00:00+00:00,31.83,2696.3,1194.3,4546.0,0.0
2020-01-02 08:00:00+00:00,31.74,2760.4,1205.0,4662.0,12.0
2020-01-02 09:00:00+00:00,31.63,2709.5,1205.5,4785.0,37.0
2020-01-02 10:00:00+00:00,31.32,2689.9,1200.0,4817.0,54.0
2020-01-02 11:00:00+00:00,31.07,2646.6,1194.8,4785.0,50.0
2020-01-02 12:00:00+00:00,31.06,2621.9,1194.5,4754.0,35.0
2020-01-02 13:00:00+00:00,31.07,2559.3,1205.0,4764.0,18.0
2020-01-02 14:00:00+00:00,31.26,2670.4,1221.7,4762.0,4.0
2020-01-02 15:00:00+00:00,31.41,2755.4,1244.5,5012.0,0.0
2020-01-02 16:00:00+00:00,31.4,2849.8,1269.0,5269.0,0.0
2020-01-02 17:00:00+00:00,31.1,2911.0,1281.4,5080.0,0.0
2020-01-02 18:00:00+00:00,30.75,2917.7,1285.8,4786.0,0.0
2020-01-02 19:00:00+00:00,30.47,3032.5,1291.3,4491.0,0.0
2020-01-02 20:00:00+00:00,30.1,3188.0,1302.3,4216.0,0.0
2020-01-02 21:00:00+00:00,29.71,3317.7,1307.9,3883.0,0.0
2020-01-02 22:00:00+00:00,24.99,3391.3,1311.2,3635.0,0.0
2020-01-02 23:00:00+00:00,18.93,2973.1,1231.1,3408.0,0.0
2020-01-03 00:00:00+00:00,9.98,2975.3,1222.3,3249.0,0.0
2020-01-03 01:00:00+00:00,1.53,2973.1,1219.5,3246.0,0.0
2020-01-03 02:00:00+00:00,0.14,2858.3,1220.5,3281.0,0.0
2020-01-03 03:00:00+00:00,0.85,2859.6,1224.7,3340.0,0.0
2020-01-03 04:00:00+00:00,9.92,2778.9,1179.1,3522.0,0.0
2020-01-03 05:00:00+00:00,24.48,2731.8,983.0,3913.0,0.0
2020-01-03 06:00:00+00:00,26.68,2551.8,974.8,4446.0,0.0
2020-01-03 07:00:00+00:00,28.81,2325.1,1103.0,4718.0,0.0
2020-01-03 08:00:00+00:00,29.28,2545.2,1236.5,4745.0,5.0
2020-01-03 09:00:00+00:00,28.85,2194.7,1180.5,4775.0,25.0
2020-01-03 10:00:00+00:00,31.8,2083.5,1190.8,4766.0,50.0
2020-01-03 11:00:00+00:00,30.39,1993.8,1228.4,4627.0,62.0
2020-01-03 12:00:00+00:00,30.24,1886.1,1256.8,4605.0,60.0
2020-01-03 13:00:00+00:00,30.19,1741.4,1270.0,4485.0,41.0
2020-01-03 14:00:00+00:00,30.4,1704.4,1261.0,4499.0,11.0
2020-01-03 15:00:00+00:00,30.48,1854.0,1229.7,4670.0,0.0
2020-01-03 16:00:00+00:00,30.44,2151.3,1207.6,4976.0,0.0
2020-01-03 17:00:00+00:00,30.16,2417.3,1217.2,4885.0,0.0
2020-01-03 18:00:00+00:00,29.83,2587.3,1249.5,4623.0,0.0
2020-01-03 19:00:00+00:00,28.89,2747.7,1274.8,4354.0,0.0
2020-01-03 20:00:00+00:00,27.7,2946.2,1301.1,4116.0,0.0
2020-01-03 21:00:00+00:00,25.7,3117.3,1326.5,3939.0,0.0
2020-01-03 22:00:00+00:00,22.04,3259.8,1335.7,3749.0,0.0
2020-01-03 23:00:00+00:00,21.73,2688.3,862.1,3333.0,0.0
2020-01-04 00:00:00+00:00,15.95,2783.1,1019.9,3167.0,0.0
2020-01-04 01:00:00+00:00,16.23,2786.3,1117.5,3134.0,0.0
2020-01-04 02:00:00+00:00,6.45,2775.7,1127.7,3132.0,0.0
2020-01-04 03:00:00+00:00,3.83,2692.8,985.3,3172.0,0.0
2020-01-04 04:00:00+00:00,0.12,2706.3,974.0,3276.0,0.0
2020-01-04 05:00:00+00:00,0.07,2682.9,1231.3,3446.0,0.0
2020-01-04 06:00:00+00:00,19.07,2666.5,1279.8,3686.0,0.0
2020-01-04 07:00:00+00:00,17.49,3192.9,1318.7,3991.0,0.0
2020-01-04 08:00:00+00:00,23.98,3266.7,1332.5,4178.0,18.0
2020-01-04 09:00:00+00:00,8.8,3212.2,1328.4,4384.0,77.0
2020-01-04 10:00:00+00:00,17.95,3295.2,1326.2,4325.0,144.0
2020-01-04 11:00:00+00:00,19.5,3368.9,1325.5,4196.0,171.0
2020-01-04 12:00:00+00:00,13.74,3401.4,1329.0,4122.0,147.0
2020-01-04 13:00:00+00:00,17.42,3331.7,1331.1,4140.0,83.0
2020-01-04 14:00:00+00:00,20.38,3268.7,1333.2,4221.0,22.0
2020-01-04 15:00:00+00:00,25.08,3069.6,1333.9,4453.0,0.0
2020-01-04 16:00:00+00:00,28.88,2777.2,1325.1,4794.0,0.0
2020-01-04 17:00:00+00:00,32.02,2420.9,1301.6,4715.0,0.0
2020-01-04 18:00:00+00:00,35.35,2077.6,1241.2,4437.0,0.0
2020-01-04 19:00:00+00:00,29.98,1779.4,1114.0,4197.0,0.0
2020-01-04 20:00:00+00:00,30.05,1460.2,929.5,3922.0,0.0
2020-01-04 21:00:00+00:00,30.09,1124.0,725.4,3669.0,0.0
2020-01-04 22:00:00+00:00,37.95,853.4,532.8,3452.0,0.0
2020-01-04 23:00:00+00:00,33.1,475.5,346.4,3255.0,0.0
2020-01-05 00:00:00+00:00,32.28,488.9,248.0,3085.0,0.0
2020-01-05 01:00:00+00:00,31.18,417.1,223.6,3023.0,0.0
2020-01-05 02:00:00+00:00,30.1,380.8,245.8,2990.0,0.0
2020-01-05 03:00:00+00:00,29.96,508.7,273.6,2989.0,0.0
2020-01-05 04:00:00+00:00,29.88,600.5,387.9,3058.0,0.0
2020-01-05 05:00:00+00:00,30.38,691.1,417.3,3226.0,0.0
2020-01-05 06:00:00+00:00,31.15,823.7,545.7,3467.0,0.0
2020-01-05 07:00:00+00:00,32.09,944.9,645.4,3743.0,0.0
2020-01-05 08:00:00+00:00,31.18,1120.0,783.0,3936.0,15.0
2020-01-05 09:00:00+00:00,31.6,1280.2,928.2,4060.0,35.0
2020-01-05 10:00:00+00:00,31.55,1520.0,1030.2,4095.0,57.0
2020-01-05 11:00:00+00:00,31.22,1714.5,1085.4,4060.0,57.0
2020-01-05 12:00:00+00:00,30.93,1833.7,1116.9,4065.0,45.0
2020-01-05 13:00:00+00:00,30.67,1897.5,1142.4,4083.0,25.0
2020-01-05 14:00:00+00:00,30.79,1959.0,1154.5,4175.0,7.0
2020-01-05 15:00:00+00:00,31.16,2028.2,1159.6,4506.0,0.0
2020-01-05 16:00:00+00:00,31.53,2082.8,1171.9,4895.0,0.0
2020-01-05 17:00:00+00:00,31.1,2128.6,1196.0,4725.0,0.0
2020-01-05 18:00:00+00:00,30.42,2160.9,1213.3,4378.0,0.0
2020-01-05 19:00:00+00:00,29.87,2203.0,1214.3,4067.0,0.0
2020-01-05 20:00:00+00:00,29.61,2262.7,1210.1,3812.0,0.0
2020-01-05 21:00:00+00:00,29.46,2252.4,1209.1,3588.0,0.0
2020-01-05 22:00:00+00:00,26.68,2193.3,1208.2,3426.0,0.0
2020-01-05 23:00:00+00:00,29.16,1572.1,1082.5,3291.0,0.0
2020-01-06 00:00:00+00:00,29.0,1565.1,1107.3,3166.0,0.0
2020-01-06 01:00:00+00:00,29.08,1583.6,1160.5,3131.0,0.0
2020-01-06 02:00:00+00:00,27.72,1542.6,1098.3,3182.0,0.0
2020-01-06 03:00:00+00:00,27.03,1415.5,1018.9,3238.0,0.0
2020-01-06 04:00:00+00:00,27.62,1340.2,763.1,3459.0,0.0
2020-01-06 05:00:00+00:00,33.18,1278.6,756.6,4104.0,0.0
2020-01-06 06:00:00+00:00,34.21,1299.3,794.8,4783.0,0.0
2020-01-06 07:00:00+00:00,35.75,1334.5,971.2,5036.0,0.0
2020-01-06 08:00:00+00:00,32.52,1480.4,882.8,5073.0,4.0
2020-01-06 09:00:00+00:00,32.01,1533.3,972.0,5181.0,14.0
2020-01-06 10:00:00+00:00,31.23,1607.7,994.8,5097.0,22.0
2020-01-06 11:00:00+00:00,31.19,1687.9,943.0,4946.0,28.0
2020-01-06 12:00:00+00:00,31.08,1699.3,923.5,4995.0,29.0
2020-01-06 13:00:00+00:00,31.21,1716.1,930.2,5020.0,20.0
2020-01-06 14:00:00+00:00,31.3,1785.5,993.1,5036.0,6.0
2020-01-06 15:00:00+00:00,33.58,1873.9,1065.0,5219.0,0.0
2020-01-06 16:00:00+00:00,34.05,1932.2,1106.3,5475.0,0.0
2020-01-06 17:00:00+00:00,31.31,2002.1,1145.9,5233.0,0.0
2020-01-06 18:00:00+00:00,30.95,1977.6,1178.8,4937.0,0.0
2020-01-06 19:00:00+00:00,30.58,2007.9,1195.1,4573.0,0.0
2020-01-06 20:00:00+00:00,30.28,2025.1,1192.2,4241.0,0.0
2020-01-06 21:00:00+00:00,29.46,1944.2,1177.7,3945.0,0.0
2020-01-06 22:00:00+00:00,29.07,1713.4,1150.8,3697.0,0.0
2020-01-06 23:00:00+00:00,28.28,1791.3,1088.0,3388.0,0.0
2020-01-07 00:00:00+00:00,28.34,1604.7,1080.5,3269.0,0.0
2020-01-07 01:00:00+00:00,28.47,1526.2,1117.8,3285.0,0.0
2020-01-07 02:00:00+00:00,28.11,1365.2,1099.4,3343.0,0.0
2020-01-07 03:00:00+00:00,28.7,1168.4,1118.8,3368.0,0.0
2020-01-07 04:00:00+00:00,28.8,1014.3,1107.2,3539.0,0.0
2020-01-07 05:00:00+00:00,30.62,986.5,1120.6,4021.0,0.0
2020-01-07 06:00:00+00:00,37.6,1082.4,1055.7,4702.0,0.0
2020-01-07 07:00:00+00:00,46.99,1132.1,855.6,4993.0,0.0
2020-01-07 08:00:00+00:00,47.07,1062.3,777.3,5000.0,16.0
2020-01-07 09:00:00+00:00,47.06,951.4,751.8,5059.0,61.0
2020-01-07 10:00:00+00:00,46.98,893.0,764.4,4994.0,112.0
2020-01-07 11:00:00+00:00,42.03,895.4,838.8,4902.0,137.0
2020-01-07 12:00:00+00:00,42.37,1022.0,920.7,4915.0,123.0
2020-01-07 13:00:00+00:00,33.05,1272.7,988.6,4891.0,78.0
2020-01-07 14:00:00+00:00,30.84,1602.2,1076.0,4837.0,23.0
2020-01-07 15:00:00+00:00,30.71,1978.0,1177.7,5044.0,0.0
2020-01-07 16:00:00+00:00,30.54,2387.1,1244.6,5420.0,0.0
2020-01-07 17:00:00+00:00,30.18,2707.3,1276.0,5245.0,0.0
2020-01-07 18:00:00+00:00,29.46,2875.1,1296.1,4939.0,0.0
2020-01-07 19:00:00+00:00,28.63,3064.2,1313.6,4644.0,0.0
2020-01-07 20:00:00+00:00,27.98,3244.2,1322.2,4391.0,0.0
2020-01-07 21:00:00+00:00,26.93,3389.0,1321.4,4094.0,0.0
2020-01-07 22:00:00+00:00,24.21,3487.0,1320.8,3837.0,0.0
2020-01-07 23:00:00+00:00,18.95,3171.3,1214.9,3533.0,0.0
2020-01-08 00:00:00+00:00,4.96,3369.7,1313.6,3399.0,0.0
2020-01-08 01:00:00+00:00,0.1,3493.4,1311.7,3371.0,0.0
2020-01-08 02:00:00+00:00,0.11,3368.7,1324.1,3382.0,0.0
2020-01-08 03:00:00+00:00,1.75,3298.2,1317.6,3444.0,0.0
2020-01-08 04:00:00+00:00,20.74,3058.5,1222.5,3625.0,0.0
2020-01-08 05:00:00+00:00,25.57,3073.8,1220.4,4202.0,0.0
2020-01-08 06:00:00+00:00,26.99,2956.9,1225.0,4925.0,0.0
2020-01-08 07:00:00+00:00,27.34,2996.3,1321.1,5166.0,0.0
2020-01-08 08:00:00+00:00,27.92,2908.1,1312.3,5181.0,14.0
2020-01-08 09:00:00+00:00,28.03,2594.8,1305.0,5211.0,56.0
2020-01-08 10:00:00+00:00,28.02,2478.2,1293.7,5185.0,114.0
2020-01-08 11:00:00+00:00,28.0,2434.4,1275.5,5057.0,147.0
2020-01-08 12:00:00+00:00,27.98,2375.1,1254.4,5038.0,142.0
2020-01-08 13:00:00+00:00,28.06,2230.4,1227.1,4952.0,94.0
2020-01-08 14:00:00+00:00,28.44,2056.8,1190.2,4873.0,26.0
2020-01-08 15:00:00+00:00,28.88,1892.5,1131.2,5026.0,0.0
2020-01-08 16:00:00+00:00,39.07,1795.0,1052.0,5375.0,0.0
2020-01-08 17:00:00+00:00,42.94,1685.6,962.7,5170.0,0.0
2020-01-08 18:00:00+00:00,36.12,1578.8,877.5,4899.0,0.0
2020-01-08 19:00:00+00:00,29.03,1496.9,782.4,4584.0,0.0
2020-01-08 20:00:00+00:00,29.75,1439.7,691.0,4268.0,0.0
2020-01-08 21:00:00+00:00,29.88,1343.4,622.2,4012.0,0.0
2020-01-08 22:00:00+00:00,27.93,1235.4,567.4,3790.0,0.0
2020-01-08 23:00:00+00:00,25.21,1178.3,427.7,3431.0,0.0
2020-01-09 00:00:00+00:00,25.34,938.4,397.8,3276.0,0.0
2020-01-09 01:00:00+00:00,27.74,755.6,289.1,3222.0,0.0
2020-01-09 02:00:00+00:00,32.11,570.6,308.3,3247.0,0.0
2020-01-09 03:00:00+00:00,29.0,474.2,226.5,3374.0,0.0
2020-01-09 04:00:00+00:00,28.1,449.4,194.8,3617.0,0.0
2020-01-09 05:00:00+00:00,36.17,366.0,126.8,4148.0,0.0
2020-01-09 06:00:00+00:00,46.5,393.9,138.8,4859.0,0.0
2020-01-09 07:00:00+00:00,47.85,488.2,305.4,5119.0,0.0
2020-01-09 08:00:00+00:00,45.68,603.7,579.0,5102.0,5.0
2020-01-09 09:00:00+00:00,43.61,760.0,773.6,5137.0,14.0
2020-01-09 10:00:00+00:00,40.0,1075.3,965.7,5136.0,20.0
2020-01-09 11:00:00+00:00,36.17,1449.0,1090.8,5104.0,22.0
2020-01-09 12:00:00+00:00,32.64,1742.0,1204.9,5167.0,19.0
2020-01-09 13:00:00+00:00,31.43,1964.0,1271.6,5113.0,13.0
2020-01-09 14:00:00+00:00,31.1,2137.6,1292.5,5074.0,3.0
2020-01-09 15:00:00+00:00,32.59,2170.0,1290.3,5270.0,0.0
2020-01-09 16:00:00+00:00,42.85,2096.6,1266.1,5491.0,0.0
2020-01-09 17:00:00+00:00,40.72,1940.8,1218.8,5217.0,0.0
2020-01-09 18:00:00+00:00,28.33,1757.4,1175.7,4904.0,0.0
2020-01-09 19:00:00+00:00,27.64,1590.2,1124.6,4565.0,0.0
2020-01-09 20:00:00+00:00,27.55,1418.8,1045.9,4245.0,0.0
2020-01-09 21:00:00+00:00,26.9,1182.5,931.0,3960.0,0.0
2020-01-09 22:00:00+00:00,26.41,883.9,786.7,3737.0,0.0
2020-01-09 23:00:00+00:00,26.07,796.7,735.4,3401.0,0.0
2020-01-10 00:00:00+00:00,26.01,651.4,645.8,3293.0,0.0
2020-01-10 01:00:00+00:00,25.81,581.5,614.8,3229.0,0.0
2020-01-10 02:00:00+00:00,25.89,619.0,452.6,3167.0,0.0
2020-01-10 03:00:00+00:00,26.2,596.8,387.5,3325.0,0.0
2020-01-10 04:00:00+00:00,26.95,743.3,351.7,3584.0,0.0
2020-01-10 05:00:00+00:00,28.95,896.9,603.2,4194.0,0.0
2020-01-10 06:00:00+00:00,43.29,1084.5,835.5,4858.0,0.0
2020-01-10 07:00:00+00:00,47.4,1202.7,927.0,5099.0,0.0
2020-01-10 08:00:00+00:00,40.63,1309.0,974.9,5022.0,5.0
2020-01-10 09:00:00+00:00,36.26,1302.1,1013.1,5060.0,18.0
2020-01-10 10:00:00+00:00,32.05,1335.4,1052.4,4979.0,32.0
2020-01-10 11:00:00+00:00,28.64,1462.2,1109.7,4841.0,39.0
2020-01-10 12:00:00+00:00,28.45,1636.7,1177.7,4777.0,35.0
2020-01-10 13:00:00+00:00,28.23,1844.7,1208.4,4759.0,20.0
2020-01-10 14:00:00+00:00,28.85,2103.3,1168.6,4774.0,6.0
2020-01-10 15:00:00+00:00,35.55,2076.5,1093.7,5019.0,0.0
2020-01-10 16:00:00+00:00,43.92,1783.2,996.3,5308.0,0.0
2020-01-10 17:00:00+00:00,45.61,1449.8,871.8,5066.0,0.0
2020-01-10 18:00:00+00:00,30.01,1174.3,711.0,4619.0,0.0
2020-01-10 19:00:00+00:00,27.6,969.3,537.2,4212.0,0.0
2020-01-10 20:00:00+00:00,35.58,798.8,391.8,3875.0,0.0
2020-01-10 21:00:00+00:00,36.34,659.1,298.2,3616.0,0.0
2020-01-10 22:00:00+00:00,26.07,517.5,247.1,3406.0,0.0
2020-01-10 23:00:00+00:00,35.01,261.2,217.5,3278.0,0.0
2020-01-11 00:00:00+00:00,34.0,295.7,312.1,3150.0,0.0
2020-01-11 01:00:00+00:00,26.15,528.3,445.1,3081.0,0.0
2020-01-11 02:00:00+00:00,25.75,903.0,590.8,3090.0,0.0
2020-01-11 03:00:00+00:00,25.41,1297.0,788.8,3121.0,0.0
2020-01-11 04:00:00+00:00,25.32,1595.1,949.5,3244.0,0.0
2020-01-11 05:00:00+00:00,25.46,1790.1,1000.6,3437.0,0.0
2020-01-11 06:00:00+00:00,25.41,2016.3,1068.5,3797.0,0.0
2020-01-11 07:00:00+00:00,25.67,2373.2,1159.3,4126.0,1.0
2020-01-11 08:00:00+00:00,25.93,2775.3,1200.8,4257.0,22.0
2020-01-11 09:00:00+00:00,25.85,2946.6,1244.9,4431.0,64.0
2020-01-11 10:00:00+00:00,25.54,3120.7,1272.4,4444.0,106.0
2020-01-11 11:00:00+00:00,25.19,3242.6,1284.9,4375.0,114.0
2020-01-11 12:00:00+00:00,25.01,3303.2,1300.7,4371.0,89.0
2020-01-11 13:00:00+00:00,24.87,3316.0,1314.1,4354.0,47.0
2020-01-11 14:00:00+00:00,25.17,3396.1,1321.5,4368.0,12.0
2020-01-11 15:00:00+00:00,25.55,3437.4,1324.5,4539.0,0.0
2020-01-11 16:00:00+00:00,25.65,3455.0,1324.1,4835.0,0.0
2020-01-11 17:00:00+00:00,25.42,3421.9,1324.0,4695.0,0.0
2020-01-11 18:00:00+00:00,24.78,3345.8,1324.4,4399.0,0.0
2020-01-11 19:00:00+00:00,24.11,3378.4,1323.5,4130.0,0.0
2020-01-11 20:00:00+00:00,23.16,3436.5,1320.9,3886.0,0.0
2020-01-11 21:00:00+00:00,21.33,3502.5,1320.1,3715.0,0.0
2020-01-11 22:00:00+00:00,19.31,3558.9,1321.1,3493.0,0.0
2020-01-11 23:00:00+00:00,20.11,3183.1,1214.0,3283.0,0.0
2020-01-12 00:00:00+00:00,19.37,3152.4,1217.3,3157.0,0.0
2020-01-12 01:00:00+00:00,18.36,2942.6,1222.5,3117.0,0.0
2020-01-12 02:00:00+00:00,18.34,2786.5,1222.4,3091.0,0.0
2020-01-12 03:00:00+00:00,18.16,2759.7,1226.5,3126.0,0.0
2020-01-12 04:00:00+00:00,18.66,2654.1,1322.1,3168.0,0.0
2020-01-12 05:00:00+00:00,17.39,2671.5,1293.7,3248.0,0.0
2020-01-12 06:00:00+00:00,18.22,2358.7,1221.6,3518.0,0.0
2020-01-12 07:00:00+00:00,22.1,2032.1,1035.9,3812.0,0.0
2020-01-12 08:00:00+00:00,23.93,1724.5,871.6,4048.0,6.0
2020-01-12 09:00:00+00:00,24.23,1446.6,742.4,4165.0,19.0
2020-01-12 10:00:00+00:00,24.84,1276.5,604.1,4186.0,31.0
2020-01-12 11:00:00+00:00,24.45,1163.6,491.0,4138.0,32.0
2020-01-12 12:00:00+00:00,24.41,1064.2,407.6,4116.0,24.0
2020-01-12 13:00:00+00:00,24.94,961.6,381.3,4064.0,14.0
2020-01-12 14:00:00+00:00,25.27,917.1,398.6,4120.0,6.0
2020-01-12 15:00:00+00:00,25.69,880.5,444.4,4395.0,0.0
2020-01-12 16:00:00+00:00,26.5,844.6,499.4,4797.0,0.0
2020-01-12 17:00:00+00:00,26.68,829.8,567.2,4681.0,0.0
2020-01-12 18:00:00+00:00,26.16,893.9,654.6,4493.0,0.0
2020-01-12 19:00:00+00:00,25.62,1034.3,757.0,4232.0,0.0
2020-01-12 20:00:00+00:00,25.53,1213.5,856.2,3953.0,0.0
2020-01-12 21:00:00+00:00,25.48,1339.7,921.7,3709.0,0.0
2020-01-12 22:00:00+00:00,24.94,1385.3,963.3,3517.0,0.0
2020-01-12 23:00:00+00:00,21.82,1113.6,1094.4,3367.0,0.0
2020-01-13 00:00:00+00:00,23.98,1044.8,924.7,3258.0,0.0
2020-01-13 01:00:00+00:00,25.23,1095.3,922.6,3244.0,0.0
2020-01-13 02:00:00+00:00,24.85,1133.3,843.6,3254.0,0.0
2020-01-13 03:00:00+00:00,25.01,1078.9,867.4,3353.0,0.0
2020-01-13 04:00:00+00:00,26.48,1036.1,864.8,3571.0,0.0
2020-01-13 05:00:00+00:00,29.68,1102.7,821.9,4245.0,0.0
2020-01-13 06:00:00+00:00,40.97,1196.7,870.2,4946.0,0.0
2020-01-13 07:00:00+00:00,47.7,1092.8,745.7,5128.0,0.0
2020-01-13 08:00:00+00:00,48.32,1037.7,736.6,5063.0,24.0
2020-01-13 09:00:00+00:00,47.72,967.6,715.3,5064.0,77.0
2020-01-13 10:00:00+00:00,46.07,965.7,716.4,5030.0,117.0
2020-01-13 11:00:00+00:00,45.87,1012.6,762.1,4903.0,131.0
2020-01-13 12:00:00+00:00,44.58,1059.3,843.0,4959.0,106.0
2020-01-13 13:00:00+00:00,43.36,1062.6,935.1,4907.0,57.0
2020-01-13 14:00:00+00:00,39.9,1069.8,1015.4,4818.0,19.0
2020-01-13 15:00:00+00:00,37.71,1170.4,1092.5,5058.0,0.0
2020-01-13 16:00:00+00:00,40.74,1389.9,1157.8,5461.0,0.0
2020-01-13 17:00:00+00:00,27.98,1639.6,1196.2,5245.0,0.0
2020-01-13 18:00:00+00:00,27.39,1865.2,1227.0,4918.0,0.0
2020-01-13 19:00:00+00:00,26.48,2145.8,1260.5,4607.0,0.0
2020-01-13 20:00:00+00:00,26.04,2464.5,1280.3,4338.0,0.0
2020-01-13 21:00:00+00:00,25.34,2775.6,1299.7,4073.0,0.0
2020-01-13 22:00:00+00:00,23.4,3051.7,1313.2,3808.0,0.0
2020-01-13 23:00:00+00:00,22.59,3119.3,1309.7,3464.0,0.0
2020-01-14 00:00:00+00:00,16.5,3228.9,1311.0,3371.0,0.0
2020-01-14 01:00:00+00:00,8.89,3337.8,1312.3,3313.0,0.0
2020-01-14 02:00:00+00:00,1.52,3361.4,1305.8,3381.0,0.0
2020-01-14 03:00:00+00:00,1.58,3408.3,1308.5,3466.0,0.0
2020-01-14 04:00:00+00:00,14.13,3509.8,1302.8,3743.0,0.0
2020-01-14 05:00:00+00:00,25.23,3002.5,1211.0,4312.0,0.0
2020-01-14 06:00:00+00:00,27.13,2932.0,1295.7,4989.0,0.0
2020-01-14 07:00:00+00:00,25.84,2825.1,1207.3,5248.0,0.0
2020-01-14 08:00:00+00:00,25.79,3153.6,1308.3,5282.0,13.0
2020-01-14 09:00:00+00:00,25.74,2998.5,1308.8,5249.0,46.0
2020-01-14 10:00:00+00:00,25.63,2927.1,1301.3,5141.0,76.0
2020-01-14 11:00:00+00:00,25.51,2811.4,1289.9,5093.0,96.0
2020-01-14 12:00:00+00:00,25.6,2580.3,1266.0,5091.0,94.0
2020-01-14 13:00:00+00:00,25.76,2214.7,1240.5,4984.0,69.0
2020-01-14 14:00:00+00:00,26.2,1955.9,1231.7,4887.0,26.0
2020-01-14 15:00:00+00:00,26.55,1967.1,1251.5,5010.0,0.0
2020-01-14 16:00:00+00:00,26.88,2124.0,1290.4,5347.0,0.0
2020-01-14 17:00:00+00:00,26.45,2315.6,1316.5,5111.0,0.0
2020-01-14 18:00:00+00:00,25.9,2529.2,1329.2,4800.0,0.0
2020-01-14 19:00:00+00:00,25.12,2864.9,1331.6,4485.0,0.0
2020-01-14 20:00:00+00:00,23.82,3226.6,1319.4,4309.0,0.0
2020-01-14 21:00:00+00:00,22.3,3396.8,1258.0,3995.0,0.0
2020-01-14 22:00:00+00:00,12.4,3379.3,1170.0,3772.0,0.0
2020-01-14 23:00:00+00:00,16.14,3201.0,1195.0,3474.0,0.0
2020-01-15 00:00:00+00:00,5.06,3052.1,1244.5,3311.0,0.0
2020-01-15 01:00:00+00:00,0.11,3067.2,1294.2,3260.0,0.0
2020-01-15 02:00:00+00:00,1.77,2986.3,1214.8,3327.0,0.0
2020-01-15 03:00:00+00:00,7.13,2924.7,1221.0,3394.0,0.0
2020-01-15 04:00:00+00:00,17.86,2969.4,1222.8,3655.0,0.0
2020-01-15 05:00:00+00:00,25.18,2679.5,1182.7,4194.0,0.0
2020-01-15 06:00:00+00:00,25.79,2421.1,1102.3,4867.0,0.0
2020-01-15 07:00:00+00:00,25.48,2744.7,1123.1,5132.0,0.0
2020-01-15 08:00:00+00:00,25.51,3009.4,1077.7,5130.0,6.0
2020-01-15 09:00:00+00:00,25.34,2817.7,1099.3,5117.0,20.0
2020-01-15 10:00:00+00:00,24.98,2742.1,1108.5,5042.0,30.0
2020-01-15 11:00:00+00:00,25.05,2645.9,1118.1,4917.0,32.0
2020-01-15 12:00:00+00:00,25.12,2524.8,1142.8,4955.0,27.0
2020-01-15 13:00:00+00:00,25.24,2345.1,1172.5,4852.0,17.0
